"","document_id","decision_year","decision_date","docket_number","decision_shorttext","pressrelease_publication","pressrelease_date","pressrelease_number","dissenting_opinion","oral_hearing","statusquo_change","lower_court_overruling","abstract_review","concrete_review","constitutional_complaint","dispute_federalorgans","dispute_federation_land","second_senate","judgment","decision_length","prior_attention"
"37","19970527_2bvr199292.txt",1997,"1997-05-27 02:00:00","2 BvR 1992/92","Verfassungsbeschwerde betreffend die Gueltigkeitsdauer richterlicher Durchsuchungsanordnungen in strafrechtlichen Ermittlungsverfahren erfolgreich
",0,NA,NA,0,0,0,0,0,0,1,0,0,1,0,4041,1
"38","19970610_1bvr222694.txt",1997,"1997-06-10 02:00:00","1 BvR 2226/94","Einschraenkung der Befugnis des BND zur Verwendung (G10 Art 1 § 3 Abs 3 S 1) und Weitergabe (G10 Art 1 § 3 Abs 5 S 1) von Daten, die bei der ueberwachung des Fernmeldeverkehrs aufgrund sog verdachtsloser Rasterfahndung erlangt werden
",0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,199,1
"39","19970618_2bvr048395.txt",1997,"1997-06-18 02:00:00","2 BvR 483/95","Verfassungsbeschwerden betreffend den Rechtsschutz verurteilter auslaendischer Strafgefangener hinsichtlich der von ihnen gewuenschten ueberstellung zur Strafvollstreckung in ihr Heimatland teilweise erfolgreich
",0,NA,NA,0,0,0,0,0,0,1,0,0,1,0,6602,1
"40","19970624_1bvr230696.txt",1997,"1997-06-24 02:00:00","1 BvR 2306/96","Antrag auf Erlass einer einstweiligen Anordnung gegen Vorschriften des Bayerischen Schwangerenhilfeergaenzungsgesetzes erfolgreich
",0,NA,NA,0,1,0,0,0,0,1,0,0,0,1,4773,0
"41","19970624_2bvf000193.txt",1997,"1997-06-24 02:00:00","2 BvF 1/93","Unzulaessiger Antrag auf Feststellung der Gueltigkeit von Bundes- oder Landesrecht 
",0,NA,NA,0,0,0,0,1,0,0,0,0,1,0,2190,0
"42","19970624_2bvp000194.txt",1997,"1997-06-24 02:00:00","2 BvP 1/94","Beschwerden betreffend die Ablehnung eines Antrags auf Durchfuehrung eines Volksbegehrens zur Bildung eines Landes Franken erfolglos
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,4068,0
"43","19970708_1bvr040394.txt",1997,"1997-07-08 02:00:00","1 BvR 403/94","Erfolgreiche Erinnerungen von Beschwerdefuehrern gegen Kostenfestsetzungsbeschluesse nach erfolgreichen Verfassungsbeschwerden
",0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,1919,1
"44","19970708_1bvr124395.txt",1997,"1997-07-08 02:00:00","1 BvR 1243/95","Sonderkuendigungstatbestaende fuer den oeffentlichen Dienst im Beitrittsgebiet im Blick auf das Grundrecht der freien Wahl des Arbeitsplatzes nach GG Art 12 Abs 1 iVm Art 33 Abs 2 als ergaenzende Regelung fuer den Zugang zum oeffentlichen Dienst: Eignungsvoraussetzungen iSv GG Art 33 Abs 2 an staatlichen Schulen - Verfassungsmaessigkeit des im EinigVtr enthaltenen Sonderkuendigungstatbestandes
",0,NA,NA,0,0,0,0,0,0,1,0,0,0,1,6348,1
"45","19970708_1bvr162194.txt",1997,"1997-07-08 02:00:00","1 BvR 1621/94","Verfassungsbeschwerde betreffend die Kuendigung eines aus dem oeffentlichen Dienst der DDR uebernommenen Hochschullehrers wegen mangelnder fachlicher Eignung erfolglos
",0,NA,NA,0,0,0,0,0,0,1,0,0,0,1,4186,1
"46","19970708_1bvr193493.txt",1997,"1997-07-08 02:00:00","1 BvR 1934/93","Verfassungsbeschwerde betreffend die Kuendigung wegen einer frueheren Stasi-Taetigkeit erfolglos
",0,NA,NA,0,0,0,0,0,0,1,0,0,0,1,5033,1
"47","19970708_1bvr211194.txt",1997,"1997-07-08 02:00:00","1 BvR 2111/94","Verfassungsbeschwerden betreffend die unzutreffende Beantwortung von Fragen nach Funktionen in politischen Parteien und  Stasi-Taetigkeiten teilweise erfolgreich
",0,NA,NA,0,0,0,0,0,0,1,0,0,0,1,6322,1
"48","19970708_2bve000197.txt",1997,"1997-07-08 02:00:00","2 BvE 1/97","Erfolglose Antraege auf Erlass einer einstweiligen Anordnung im Organstreitverfahren betreffend den Plutonium-Untersuchungsausschuss
",0,NA,NA,0,0,0,0,0,0,0,1,0,1,0,2442,1
"49","19970709_2bvr038994.txt",1997,"1997-07-09 02:00:00","2 BvR 389/94","Unzulaessigkeit einer Verfassungsbeschwerde betreffend die Pruefung der Durchfuehrung eines Volksentscheids ueber das Abfallrecht in Bayern
",0,NA,NA,0,0,0,0,0,0,1,0,0,1,0,4637,1
"50","19970709_2bvr137196.txt",1997,"1997-07-09 02:00:00","2 BvR 1371/96","Bei Verfassungsbeschwerden gegen eine strafrechtliche Verurteilung liegt ein besonders schwerer Nachteil (§ 93a Abs. 2 lit. b BVerfGG) regelmaessig vor, wenn der Schuldspruch angegriffen wird
",0,NA,NA,0,0,0,0,0,0,1,0,0,1,1,1775,1
"51","19970715_1bvl002094.txt",1997,"1997-07-15 02:00:00","1 BvL 20/94","Zur Verfassungswidrigkeit einer Regelung, die eine vom Bundesverfassungsgericht fuer verfassungswidrig erklaerte Norm fuer uebergangsfaelle wiederholt
",0,NA,NA,0,0,0,1,0,1,0,0,0,0,0,1455,1
"52","19970715_1bvr117490.txt",1997,"1997-07-15 02:00:00","1 BvR 1174/90","Keine erhoehte Prozessgebuehr bei Vertretung mehrerer Beschwerdefuehrer
",0,NA,NA,0,0,1,0,0,0,1,0,0,0,0,3245,1
"53","19970917_2bve000495.txt",1997,"1997-09-17 02:00:00","2 BvE 4/95","Zur Rechtsstellung eines Zusammenschlusses von Abgeordneten, deren Partei die Sperrklausel unter Anwendung der Grundmandatsklausel ueberwunden hat.
",0,NA,NA,0,0,0,0,0,0,0,1,0,1,0,8340,0
"54","19971008_1bvr000997.txt",1997,"1997-10-08 02:00:00","1 BvR 9/97","Keine Benachteiligung iSv GG Art 3 Abs 3 S 2 durch die gegen den Willen der Eltern erfolgte ueberweisung eines behinderten Schuelers an eine Sonderschule - zu den sich aus GG Art 3 Abs 3 S 2, Art 2 Abs 1 u Art 6 Abs 2 S 1 ergebenden Anforderungen an die Begruendung der schulbehoerdlichen ueberweisungsverfuegung
",0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,9055,0
"55","19971014_1bvl000589.txt",1997,"1997-10-14 02:00:00","1 BvL 5/89","Zur Frage, ob berufsbegleitend Studierende vom Wohngeldbezug ausgeschlossen werden koennenSiehe auchPressemitteilung Nr. 20/1998 vom 3. Maerz 1998
",1,"3. Maerz 1998","20/1998 ",0,0,0,0,0,1,0,0,0,0,0,4951,0
"56","19971014_1bvl000593.txt",1997,"1997-10-14 02:00:00","1 BvL 5/93","Gewaehrung von ""BAfoeG"" als Volldarlehen ist verfassungsgemaessSiehe auchPressemitteilung Nr. 2/1998 vom 14. Januar 1998
",1,"4. Januar 1998","2/1998",0,0,0,0,0,1,0,0,0,0,0,4692,0
"57","19971015_2bvn000195.txt",1997,"1997-10-15 02:00:00","2 BvN 1/95","Zur Pruefungskompetenz eines LandesverfassungsgerichtsSiehe auchPressemitteilung Nr. 10/1998 vom 16. Februar 1998
",1,"16. Februar 1998","10/1998 ",0,0,0,0,0,0,0,0,0,1,0,9911,0
"58","19971028_1bvr164494.txt",1997,"1997-10-28 01:00:00","1 BvR 1644/94","Verfassungsbeschwerde gegen die Hoehe einer Erbschaftsteuerforderung erfolglos
",0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,3694,1
"59","19971029_1bvr078087.txt",1997,"1997-10-29 01:00:00","1 BvR 780/87","Nicht nur Rechts- oder Patentanwaelte duerfen Faelligkeit und Zahlung von Patentgebuehren ueberwachenSiehe auchPressemitteilung Nr. 23/1998 vom 6. Maerz 1998
",1,"6. Maerz 1998","23/1998 ",0,0,0,0,0,0,1,0,0,0,0,7268,1
"60","19971112_1bvr047992.txt",1997,"1997-11-12 01:00:00","1 BvR 479/92","Verfassungsbeschwerden betreffend die Unterhaltspflicht fuer ein Kind bei fehlgeschlagener Sterilisation oder fehlerhafter genetischer Beratung erfolglos
",0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,10635,1
"61","19971127_1bvl001291.txt",1997,"1997-11-27 01:00:00","1 BvL 12/91","Frueheres Hamburger Ruhegeldgesetz war hinsichtlich ""unterhalbszeitig"" Beschaeftigten mit Art. 3 Abs. 1 GG unvereinbarSiehe auchPressemitteilung Nr. 3/1998 vom 15. Januar 1998
",1,"5. Januar 1998","3/1998",0,0,0,1,0,1,0,0,0,0,0,4925,0
"62","19971202_2bvl005592.txt",1997,"1997-12-02 01:00:00","2 BvL 55/92","Zum Befoerderungsverbot fuer AsylbewerberSiehe auchPressemitteilung Nr. 8/1998 vom 11. Februar 1998
",1,"1. Februar 1998","8/1998",0,0,0,0,0,1,0,0,0,1,0,5882,1
"63","19971203_2bvr088297.txt",1997,"1997-12-03 01:00:00","2 BvR 882/97","Erfolglose Verfassungsbeschwerde im Zusammenhang mit der Abschaffung steuerlicher Beguenstigungen von SchiffsbauvertraegenSiehe auchPressemitteilung Nr. 25/1998 vom 13. Maerz 1998
",1,"13. Maerz 1998","25/1998 ",1,0,0,0,0,0,1,0,0,1,0,7233,1
"64","19971209_1bvr161194.txt",1997,"1997-12-09 01:00:00","1 BvR 1611/94","Kein Rueckuebereignungsanspruch auf in der DDR enteignetes Grundstueck, wenn Enteignungszweck nicht verwirklicht wurdeSiehe auchPressemitteilung Nr. 6/1998 vom 27. Januar 1998
",1,"7. Januar 1998","6/1998",0,0,0,0,0,0,1,0,0,0,0,4351,0
"65","19971209_1bvr230696.txt",1997,"1997-12-09 01:00:00","1 BvR 2306/96","Wiederholung der einstweiligen Anordnung gegen Vorschriften des Bayerischen Schwangerenhilfeergaenzungsgesetzes
",0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,612,0
"66","19971216_1bvl000389.txt",1997,"1997-12-16 01:00:00","1 BvL 3/89","Kindererziehungszeiten-Rente fuer nach 1920 geborene Muetter darf auf Sozialhilfe angerechnet werdenSiehe auchPressemitteilung Nr. 30/1998 vom 25. Maerz 1998
",1,"25. Maerz 1998","30/1998 ",0,0,0,0,0,1,0,0,0,0,0,4660,0
"67","19971221_2bvl000695.txt",1997,"1997-12-21 01:00:00","2 BvL 6/95","Zur Fortgeltung von DDR-StrafvorschriftenSiehe auchPressemitteilung Nr. 21/1998 vom 4. Maerz 1998
",1,"4. Maerz 1998","21/1998 ",0,0,0,1,0,1,0,0,0,1,0,2692,0
"68","19980108_1bvr039096.txt",1998,"1998-01-08 01:00:00","1 BvR 390/96","Keine Verletzung des Persoenlichkeitsrechts iSv GG Art 2 Abs 1 iVm GG Art 1 Abs 1 durch Verwendung eines Personalfragebogens zur ueberpruefung des aus der DDR uebernommenen paedagogischen Personals
",0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,723,0
"69","19980108_1bvr187294.txt",1998,"1998-01-08 01:00:00","1 BvR 1872/94","Keine verfassungsrechtlich erhebliche Benachteiligung nichtehelicher Lebensgemeinschaften gegenueber ehelichen Lebensgemeinschaften durch die Regelung des BAT § 52 Abs 2 Buchst e  zum Sonderurlaub bei der Niederkunft der Partnerin
",0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,703,0
"70","19980114_1bvr186193.txt",1998,"1998-01-14 01:00:00","1 BvR 1861/93","Titelseiten von Presseerzeugnissen muessen nicht von Gegendarstellungen oder Richtigstellungen freigehalten werdenSiehe auchPressemitteilung Nr. 16/1998 vom 26. Februar 1998
",1,"26. Februar 1998","16/1998 ",0,0,0,0,0,0,1,0,0,0,0,10057,1
"71","19980114_1bvr199594.txt",1998,"1998-01-14 01:00:00","1 BvR 1995/94","Erfolglose Verfassungsbeschwerde gegen Saarlaendisches PressegesetzSiehe auchPressemitteilung Nr. 17/1998 vom 26. Februar 1998
",1,"26. Februar 1998","17/1998 ",0,0,0,0,0,0,1,0,0,0,0,3837,1
"72","19980114_2bvc001596.txt",1998,"1998-01-14 01:00:00","2 BvC 15/96","
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,207,1
"73","19980114_2bvc001996.txt",1998,"1998-01-14 01:00:00","2 BvC 19/96","
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,153,1
"74","19980114_2bvc002096.txt",1998,"1998-01-14 01:00:00","2 BvC 20/96","
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,166,1
"75","19980114_2bvc002196.txt",1998,"1998-01-14 01:00:00","2 BvC 21/96","
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,174,1
"76","19980114_2bvc002296.txt",1998,"1998-01-14 01:00:00","2 BvC 22/96","
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,155,1
"77","19980114_2bvc002496.txt",1998,"1998-01-14 01:00:00","2 BvC 24/96","
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,160,1
"78","19980114_2bvc002596.txt",1998,"1998-01-14 01:00:00","2 BvC 25/96","
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,321,1
"79","19980114_2bvp000195.txt",1998,"1998-01-14 01:00:00","2 BvP 1/95","
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,153,1
"80","19980120_2bvh000292.txt",1998,"1998-01-20 01:00:00","2 BvH 2/92","
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,294,1
"81","19980127_1bvl001587.txt",1998,"1998-01-27 01:00:00","1 BvL 15/87","Zum Kuendigungsschutz in KleinbetriebenSiehe auchPressemitteilung Nr. 29/1998 vom 24. Maerz 1998
",1,"24. Maerz 1998","29/1998 ",0,0,0,0,0,1,0,0,0,0,0,5797,0
"82","19980127_1bvl002293.txt",1998,"1998-01-27 01:00:00","1 BvL 22/93","Nichtberuecksichtigung teilzeitbeschaeftigter Arbeitnehmer mit geringfuegiger Arbeitszeit bei der Ermittlung der Beschaeftigtenzahl fuer die Freistellung vom gesetzlichen Kuendigungsschutz bei verfassungskonformer Auslegung mit GG Art 3 Abs 1 vereinbar
",0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,3556,0
"83","19980128_2bvf000392.txt",1998,"1998-01-28 01:00:00","2 BvF 3/92","Aufgabenerweiterung fuer Bundesgrenzschutz ist verfassungsgemaessSiehe auchPressemitteilung Nr. 14/1998 vom 20. Februar 1998
",1,"20. Februar 1998","14/1998 ",0,0,1,0,1,0,0,0,0,1,0,11100,1
"84","19980217_1bvf000191.txt",1998,"1998-02-17 01:00:00","1 BvF 1/91","Vorschriften ueber Kurzberichterstattung im Fernsehen nach WDRG NW § 3a und RdFunkG NW § 3a im wesentlichen verfassungsgemaess - Unentgeltlichkeit der Berichterstattung bei berufsmaessig durchgefuehrten Veranstaltungen mit GG Art 12 Abs 1 unvereinbar: Eingriff in das Grundrecht der Berufsausuebungsfreiheit durch Kurzberichterstattungsrecht aus Gemeinwohlgruenden gerechtfertigt
",0,NA,NA,0,1,1,0,1,0,0,0,0,0,1,14149,1
"85","19980218_1bvr131886.txt",1998,"1998-02-18 01:00:00","1 BvR 1318/86","Erfolglose Verfassungsbeschwerden im Zusammenhang mit der Anrechnung von Einkommen auf HinterbliebenenrentenSiehe auchPressemitteilung Nr. 27/1998 vom 19. Maerz 1998
",1,"19. Maerz 1998","27/1998 ",0,0,0,0,0,0,1,0,0,0,0,8986,1
"86","19980220_1bvr066194.txt",1998,"1998-02-20 01:00:00","1 BvR 661/94","Private Rundfunkanbieter nach bayerischem Medienrecht vom Schutz der Rundfunkfreiheit aus GG Art 5 Abs 1 S 2 umfasst: Gewaehrleistung der Programmfreiheit - Bayerische Landeszentrale fuer neue Medien als oeffentlichrechtliche Traegerin des Rundfunks in Bayern, Wahrnehmung der Programmgestaltung durch private Anbieter
",0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,6179,1
